index,label,text
1257,1,to the bengals for sucking it up yesterday totally made it worth me staying up hours yesterday and coming to work this am
1258,0,user user mostly follow my lists but dip into the full feed randomly
1259,0,not that it matters message board thread is not an authoritative source user user
1260,1,wearycat wearycat wearycat popcorn santaclaus santaclaus pistol pistol bringing this at movie tuesday night url
1261,1,mom how about we bring your physical trainer dunckin donuts yes bringing donuts to fitness fanatic would make perfect sense
1262,1,user you are by far the funniest prick in the world at the moment can you please come to geelong we have normal mayor
1263,1,thank you harding science department for only giving us minutes for our final
1264,1,user user user guess this is where he lost couple of million to lambias is it ludicrousstory
1265,0,user moved here from north jersey and was big rangers fan until the coyotes came to town where are you from
1266,0,stl you will never win again rt user new manager new striker new transfer committee cont url
1267,0,user user user maybe they are going to jump in and land on something that is technically not the ground
1268,1,also sick names
1269,0,babysitting night hoping my car doesn get towed bc idk where to park
1270,0,user you mean it doesn mean so much hate oh orz
1271,1,user user second prize is two signed copies of boris book onlykidding
1272,1,corpsman wisdom had head cold so took my own advice motrin hydrated and changed my socks cold eliminated navy
1273,0,follow user now for great tweets about starting an online shop url startonlinehere
1274,1,user user it ok kev gurney bowling the next over
1275,1,take blazing hot showers so can get used to burning in the pits of hell ifitsreal
1276,0,festive ff to user user user user user user user user user
1277,0,love procrastinating but hate cramming
1278,1,entertaining journalists collecting facts about annoying dentists entertaining annoying
1279,0,your biggest task is to get me to look how shall one do that looking none of them cleverclogs shld know my nakhre too
1280,1,zuckerberg says he wears grey shirt everyday because he doesn want to waste time on things that don matter he runs facebook
1281,1,my stomach is wonderland for gas inducing bacteria blessed
1282,0,here comes the universe tmltalk leafs
1283,1,thank god the knicks re signed carmelo
1284,0,heaven knows miserable now thesmiths girl old ohwow instasize goodmood weirdpose url
1285,1,should be balanced view then user user
1286,0,user alone tonight cause its personal song which helps me to imagine myself beyond another world user
1287,0,user user thx if thry real why dont you have them friend me on url
1288,0,boone pratt the evolution will be televised directed by devin gibson url via user
1289,1,off to brave tesco humungous shopping list hail outside ohbliss
1290,0,user weird url user
1291,0,breaking up with your girl so you don have to buy her any presents lowbudget smartmove good idea butscheming doe
1292,0,comptroller citibike stations bikes being properly maintained as citibike gears up to expand the url
1293,1,ooh someone knows how to click the unfollow button impressed beforecoffee url
1294,0,so ready to get drunk tonight
1295,0,think the new sweater bought is maternity sweater oh well its super cozy
1296,1,double dance with the boys is what makes monday worthwhile
1297,1,obama wants closer relations with marxist nation shocked tell you shocked cuba url
1298,0,user oh haha no they ain you ain even seen em
1299,1,being able to think your self angry is such nice gift to have itsacurse
1300,0,user user in the paper that supported the blackshirts
1301,0,you are the one lying user user user user user
1302,1,cool to know have people can talk to when having shit night
1303,0,user osu opponents record much better than baylor outright conf champs wins against tms with winning records baylor
1304,1,user happy new year to you too thanks for the reply
1305,0,dressing gown on turkey and buffalo sauce sandwich in hand and big fat quiz of the year moving ever again
1306,0,user at per day those are definitely not costco socks must say this funky sock movement is kinda cool
1307,1,tiring selfiee but yet looks freshh aftr long work love unii url
1308,0,this has nothing to do with anything at all but hate the word fleek it sounds like something name my neopet
1309,0,oomf should be chowed in her mom car
1310,0,stop living like king you re not one so using this in real life exodusmovie
1311,1,think might be an artist flowers pretty love beautiful painting art nature lchs url
1312,0,really stoked about going abroad in the fall and well next week but that for completely different reasons
1313,0,look behind you tara ella starbucks mytopgirls user the omni santry url
1314,1,user don like yellow but most of my things are yellow hi kapitana nagaaral kmi ni user asdfghjkl huhuhu
1315,0,love ya jerry but what the heck was that
1316,0,not usually fan of anything pumpkin or pumpkinspiced but omg these are the best cookies ve url
1317,0,image via we heart it url boy funny girl mad ok url
